"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1995:Q3","Silent",19227196,20678264,4655522,1205697,3104343,4740547,2292965,4679190,1451069,1020335,285351,145382
"1995:Q3","BabyBoom",8139948,10861810,3430476,1063382,1207537,2452072,1156201,1552142,2721862,2033248,613863,74750
"1995:Q3","GenX",496927,948182,327139,235910,42131,146616,41944,154442,451254,236187,210385,4682
"1995:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1995:Q4","Silent",19352714,20807761,4562447,1204949,3214471,4777787,2298700,4749407,1455047,1014901,292657,147488
"1995:Q4","BabyBoom",8528720,11306702,3534991,1079901,1378857,2555111,1182146,1575696,2777982,2058308,644491,75182
"1995:Q4","GenX",656779,1139961,392038,244404,98830,163857,56908,183924,483181,246715,231012,5455
"1995:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q1","Silent",19372926,20833484,4468006,1199865,3274335,4826839,2264197,4800242,1460559,1012408,292017,156134
"1996:Q1","BabyBoom",8929890,11723473,3625822,1103471,1484092,2652939,1236592,1620558,2793583,2086977,625572,81034
"1996:Q1","GenX",800083,1328434,498722,259087,130837,165851,72345,201591,528351,278921,244619,4812
"1996:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q2","Silent",19619412,21089571,4563330,1209840,3377157,4843788,2277175,4818280,1470159,1015161,296364,158634
"1996:Q2","BabyBoom",9134307,11989998,3677864,1108987,1551740,2759911,1237189,1654308,2855691,2129529,640811,85351
"1996:Q2","GenX",749677,1301749,451424,260004,143262,164237,69979,212843,552072,286971,259404,5698
"1996:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q3","Silent",19868752,21346300,4617786,1214684,3452646,4856928,2311988,4892269,1477548,1018665,299529,159354
"1996:Q3","BabyBoom",9199545,12107957,3730617,1122745,1522748,2860237,1234376,1637234,2908412,2164026,656774,87612
"1996:Q3","GenX",712809,1298662,445770,267790,118470,184043,57820,224769,585853,306147,273544,6162
"1996:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1996:Q4","Silent",19949284,21435507,4515482,1203997,3575096,4974983,2271916,4894033,1486223,1016330,309284,160608
"1996:Q4","BabyBoom",9572165,12499706,3770554,1144165,1613997,2921836,1305171,1743983,2927541,2165846,673457,88239
"1996:Q4","GenX",939866,1592656,597882,279831,136286,240782,89212,248661,652789,355956,291137,5697
"1996:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q1","Silent",20068949,21559842,4478418,1199749,3667590,4981163,2330298,4902623,1490893,1018386,306346,166161
"1997:Q1","BabyBoom",9732410,12657614,3820155,1164991,1593136,3013596,1387773,1677962,2925204,2177530,651411,96263
"1997:Q1","GenX",939825,1627603,667448,292361,111465,237326,91693,227309,687778,384557,296418,6802
"1997:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q2","Silent",20268037,21793949,4566830,1221168,3963100,5133375,2181656,4727819,1525912,1029344,324074,172495
"1997:Q2","BabyBoom",10595141,13560158,3894185,1157917,1990016,3185724,1469900,1862415,2965016,2218221,643136,103659
"1997:Q2","GenX",1137484,1840232,625424,287955,234213,240951,181502,270186,702748,384360,310828,7560
"1997:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q3","Silent",20517254,22073409,4621136,1236534,4152857,5217613,2136611,4708658,1556155,1044885,332878,178393
"1997:Q3","BabyBoom",11187983,14209843,3985427,1162296,2219166,3335396,1551581,1955976,3021861,2271271,647656,102934
"1997:Q3","GenX",1249777,1982140,595256,291229,298306,283937,218687,294724,732363,400851,325271,6240
"1997:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1997:Q4","Silent",20619372,22186896,4509654,1218829,4268820,5231438,2176763,4781392,1567524,1044172,338349,185003
"1997:Q4","BabyBoom",11513162,14539447,4041204,1191239,2255315,3420699,1635036,1995952,3026285,2247474,669180,109631
"1997:Q4","GenX",1371542,2178620,781436,307959,291261,254310,228293,315361,807077,462592,336636,7849
"1997:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q1","Silent",20855864,22457437,4584166,1235959,4572217,5377249,2050008,4637837,1601573,1057875,349997,193701
"1998:Q1","BabyBoom",12669141,15689113,4132576,1193061,2728332,3637212,1786259,2211672,3019971,2273278,633871,112822
"1998:Q1","GenX",1651475,2478600,794808,311115,440953,259699,329052,342972,827124,478338,340175,8612
"1998:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q2","Silent",21154459,22790366,4715913,1239065,4714815,5379604,2075268,4665701,1635907,1074501,356423,204983
"1998:Q2","BabyBoom",12968587,16041690,4186793,1208610,2761140,3780778,1770425,2333945,3073103,2307816,654367,110919
"1998:Q2","GenX",1662950,2533915,837972,320080,428657,261994,332669,352542,870965,505821,356953,8191
"1998:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q3","Silent",21892480,23558279,5081417,1263883,4603911,5222204,2362004,5024858,1665799,1107721,341506,216571
"1998:Q3","BabyBoom",12174439,15360949,4252579,1213943,2219837,3781933,1677693,2214964,3186510,2395556,690683,100270
"1998:Q3","GenX",1141254,1979475,635261,318944,209120,298589,215882,301679,838221,461563,368529,8129
"1998:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1998:Q4","Silent",21360380,23019702,4894485,1253779,4773061,5512864,1952332,4633182,1659321,1087021,368409,203892
"1998:Q4","BabyBoom",14043663,17265810,4452272,1239940,3007270,4052837,1949441,2564050,3222147,2419457,684976,117714
"1998:Q4","GenX",1819063,2767642,867963,340080,499295,227036,403867,429399,948579,550965,387888,9727
"1998:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q1","Silent",21374708,23024842,4962743,1265152,4758116,5561075,1912995,4564762,1650134,1082780,368909,198445
"1999:Q1","BabyBoom",14378102,17675880,4628568,1250809,2998584,4195304,1954676,2647940,3297778,2497104,675497,125177
"1999:Q1","GenX",1799342,2764396,834805,345346,491186,215663,437772,439624,965054,556793,397992,10270
"1999:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q2","Silent",21308624,22962430,4932867,1259025,4905476,5640778,1832843,4391441,1653806,1070437,376860,206509
"1999:Q2","BabyBoom",15186600,18554307,4783486,1280473,3387331,4390809,2004695,2707512,3367708,2546571,681087,140049
"1999:Q2","GenX",2057842,3099120,960386,365372,624446,203389,497066,448461,1041278,616190,413634,11454
"1999:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q3","Silent",21681421,23322789,5079786,1262774,4834598,5512495,2078669,4554468,1641369,1075076,362677,203616
"1999:Q3","BabyBoom",14890294,18392988,4965998,1308526,3133389,4416597,1965710,2602768,3502694,2642483,720024,140187
"1999:Q3","GenX",1909145,2983189,909546,379434,524588,285237,439304,445081,1074044,633665,429194,11185
"1999:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"1999:Q4","Silent",21987114,23661254,5092364,1265738,5260698,5650579,1900450,4491426,1674140,1062035,386328,225778
"1999:Q4","BabyBoom",16498581,20049088,5098402,1329576,4054765,4775996,2091696,2698653,3550507,2668306,724737,157464
"1999:Q4","GenX",2512453,3672021,1026676,395807,842241,255180,576212,575906,1159569,704134,442557,12877
"1999:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q1","Silent",22237251,23937690,5230457,1270236,5446746,5589370,1964327,4436553,1700439,1057646,383439,259354
"2000:Q1","BabyBoom",17334325,20948717,5324996,1360884,4333284,5024241,2049523,2855788,3614391,2706783,726111,181497
"2000:Q1","GenX",2672536,3863953,1075984,416807,928916,313894,593585,534768,1191418,732301,444215,14902
"2000:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q2","Silent",22370587,24048449,5363238,1263739,5371727,5450902,2155870,4442974,1677862,1055291,374854,247717
"2000:Q2","BabyBoom",17100904,20812771,5542090,1400637,3972249,5151398,1943617,2802779,3711867,2771804,766312,173751
"2000:Q2","GenX",2557752,3815215,1155251,440337,787000,364921,558884,508823,1257463,782010,460605,14848
"2000:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q3","Silent",22740624,24426211,5589764,1279874,5363978,5378754,2285996,4527846,1685587,1067487,370778,247322
"2000:Q3","BabyBoom",17431522,21288753,5779151,1419339,3957760,5322032,2034269,2776202,3857231,2869105,815718,172408
"2000:Q3","GenX",2534479,3814908,1080626,448971,774557,412134,562361,536258,1280429,785219,480577,14633
"2000:Q3","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2000:Q4","Silent",22822397,24453143,5624377,1252747,5021881,5226722,2535590,4791825,1630746,1053074,350759,226913
"2000:Q4","BabyBoom",17012630,20970947,5975354,1471962,3298123,5342571,2005008,2877928,3958317,2911651,886867,159800
"2000:Q4","GenX",2417351,3788444,1260279,477047,541447,461051,479152,569467,1371093,852059,503642,15392
"2000:Q4","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2001:Q1","Silent",22991300,24552363,5831576,1232099,4631812,5079319,2724333,5053224,1561063,1044286,316435,200342
"2001:Q1","BabyBoom",16886701,20905971,6316303,1517146,2866645,5307993,2019485,2878399,4019271,2960777,922102,136392
"2001:Q1","GenX",2316208,3737870,1434947,497489,405439,473320,360264,566412,1421662,896297,511187,14178
"2001:Q1","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2001:Q2","Silent",22918527,24488865,5964905,1240577,4713012,5151085,2532532,4886755,1570338,1048350,321753,200235
"2001:Q2","BabyBoom",17991926,22123612,6526526,1533696,3292875,5537616,2208481,3024418,4131687,3071336,929928,130423
"2001:Q2","GenX",2457150,3945676,1449479,504505,556504,432324,421386,581477,1488526,942514,532568,13444
"2001:Q2","Millennial",0,0,0,0,0,0,0,0,0,0,0,0
"2001:Q3","Silent",22905937,24497010,6181607,1236427,4197899,4954309,2760163,5166605,1591074,1059329,281694,250052
"2001:Q3","BabyBoom",17410809,21707727,6735125,1558148,2636008,5513584,2186343,3078518,4296918,3160468,987002,149448
"2001:Q3","GenX",2037534,3573992,1375364,509974,354021,476200,280835,577598,1536457,981930,539028,15499
"2001:Q3","Millennial",9834,25359,11201,6764,267,64,809,6254,15525,8775,6627,123
"2001:Q4","Silent",23000970,24539092,6161529,1244951,4407528,5101626,2494573,5128884,1538122,1038027,306085,194010
"2001:Q4","BabyBoom",18409738,22705142,6855180,1574427,3193469,5700922,2354001,3027143,4295404,3180959,982290,132155
"2001:Q4","GenX",2461485,4052295,1563767,530965,517162,382874,388916,668610,1590810,1009384,568887,12539
"2001:Q4","Millennial",39329,170668,73516,13917,0,53169,0,30066,131339,96567,34565,207
"2002:Q1","Silent",23022304,24544796,6113971,1241668,4403450,5138543,2500080,5147085,1522492,1031819,307267,183407
"2002:Q1","BabyBoom",18790171,23089111,6965116,1595499,3236313,5836881,2380297,3075004,4298940,3201330,962143,135468
"2002:Q1","GenX",2629135,4329808,1786117,547153,506956,423088,398687,667807,1700673,1115591,572087,12996
"2002:Q1","Millennial",98845,254786,169396,13951,0,42765,0,28675,155941,113669,42020,253
"2002:Q2","Silent",23039666,24518504,6053188,1230448,4154902,5005325,2755985,5318655,1478838,1025960,292850,160029
"2002:Q2","BabyBoom",18410084,22799442,7082215,1639629,2847508,5813420,2320297,3096373,4389358,3239440,1023170,126749
"2002:Q2","GenX",2388732,4235704,1997664,572896,358400,465104,280968,560672,1846972,1233224,601625,12122
"2002:Q2","Millennial",138126,278946,251493,0,0,7368,0,20085,140820,140505,0,315
"2002:Q3","Silent",23301899,24770909,6260224,1244478,3700613,4832382,3066831,5666381,1469011,1056935,270138,141938
"2002:Q3","BabyBoom",17534741,22102273,7347641,1660606,2169659,5778596,2250778,2894993,4567532,3386597,1057381,123554
"2002:Q3","GenX",2032280,3946110,2012367,585683,128033,508889,130222,580915,1913830,1278151,624089,11589
"2002:Q3","Millennial",62529,174810,127548,0,0,0,0,47262,112281,111936,0,345
"2002:Q4","Silent",23602829,25108988,6453861,1272417,3784075,4921940,2916713,5759981,1506158,1083062,289439,133657
"2002:Q4","BabyBoom",18303205,23005110,7567577,1662677,2399816,5976564,2433462,2965013,4701905,3518545,1059271,124088
"2002:Q4","GenX",2184900,4185631,2046402,591111,177486,480755,210777,679100,2000731,1341598,648298,10836
"2002:Q4","Millennial",-14858,73377,50790,0,0,0,0,22587,88234,87922,0,312
"2003:Q1","Silent",23568017,25060896,6393374,1260834,3658273,4960313,3000406,5787695,1492878,1063365,289664,139849
"2003:Q1","BabyBoom",18388706,23099160,7652038,1684940,2232365,5988521,2536247,3005050,4710454,3539156,1040553,130745
"2003:Q1","GenX",2238345,4361226,2269808,603819,102372,519706,196959,668561,2122881,1453275,658905,10701
"2003:Q1","Millennial",67254,217060,182402,0,0,0,0,34658,149806,149537,0,269
"2003:Q2","Silent",23817288,25408194,6474681,1273880,3999677,5149175,2814148,5696633,1590906,1074326,318302,198278
"2003:Q2","BabyBoom",19673353,24510501,7808551,1688287,2831023,6181665,2724739,3276237,4837149,3648404,1023861,164883
"2003:Q2","GenX",2526764,4799616,2395551,612419,257378,535602,320651,678015,2272852,1582637,679766,10449
"2003:Q2","Millennial",98928,257130,216662,11509,0,6558,0,22401,158202,158134,0,69
"2003:Q3","Silent",24168930,25795794,6724179,1300529,4092630,5230846,2782009,5665602,1626863,1119871,328024,178968
"2003:Q3","BabyBoom",20218321,25229718,8075191,1692737,3092126,6249433,2867584,3252646,5011397,3821352,1034380,155665
"2003:Q3","GenX",2508539,4898850,2396931,618386,316277,541227,353784,672245,2390311,1682833,697271,10207
"2003:Q3","Millennial",106877,190781,112150,19219,0,18965,0,40447,83904,83834,0,70
"2003:Q4","Silent",24585321,26237522,6834321,1322135,4327822,5383239,2627840,5742164,1652200,1134903,352138,165160
"2003:Q4","BabyBoom",21436710,26556073,8376132,1696305,3625052,6450727,3037485,3370372,5119363,3939778,1017909,161677
"2003:Q4","GenX",2850475,5335728,2484051,626595,462704,553255,459828,749295,2485253,1755523,715273,14457
"2003:Q4","Millennial",52870,155366,52039,32630,0,41074,0,29624,102496,84727,17613,157
"2004:Q1","Silent",25269492,26938080,7015907,1330464,4427119,5411025,2651193,6102372,1668588,1137554,356458,174576
"2004:Q1","BabyBoom",22919114,28091667,8638252,1726233,3911217,6638147,3199626,3978191,5172553,4011978,991778,168797
"2004:Q1","GenX",3151948,5732401,2662874,647900,530870,603181,490903,796672,2580453,1847242,719054,14157
"2004:Q1","Millennial",82883,205074,126792,33161,0,31723,2741,10656,122191,92897,29182,112
"2004:Q2","Silent",25599431,27340346,7366843,1366324,4379246,5438233,2711681,6078020,1740916,1195764,362290,182861
"2004:Q2","BabyBoom",23421391,28806978,9046401,1734440,3880992,6798498,3448427,3898219,5385587,4225834,982932,176821
"2004:Q2","GenX",3042945,5724184,2636273,653659,493145,635246,538863,766997,2681239,1938642,728562,14036
"2004:Q2","Millennial",59096,99964,0,40687,0,29956,10865,18456,40868,0,40755,113
"2004:Q3","Silent",25974221,27693538,7369165,1360652,4407072,5415342,2880167,6261140,1719317,1186954,368086,164277
"2004:Q3","BabyBoom",24105696,29580955,9422545,1761608,3888031,6954433,3620623,3933715,5475258,4296433,1007710,171115
"2004:Q3","GenX",3207474,6056806,2911061,664303,459102,721218,546207,754915,2849332,2083004,755121,11207
"2004:Q3","Millennial",90973,164073,70304,41274,1852,2051,28683,19908,73100,39014,33959,127
"2004:Q4","Silent",26374645,28184824,7628709,1377314,4670431,5409375,2868328,6230667,1810179,1234142,375460,200577
"2004:Q4","BabyBoom",25409587,31053840,9762835,1772016,4243830,7335724,3791500,4147935,5644252,4438965,1018487,186800
"2004:Q4","GenX",3759484,6720115,3067639,698327,564045,837991,647908,904206,2960632,2186041,762306,12284
"2004:Q4","Millennial",107119,171071,30757,50514,5407,0,41320,43073,63951,0,63865,86
"2005:Q1","Silent",26553527,28356352,7736093,1372136,4756680,5310548,3009827,6171068,1802825,1238545,370256,194024
"2005:Q1","BabyBoom",25892032,31609217,10049939,1799321,4203541,7464558,3839348,4252511,5717185,4516827,1016011,184347
"2005:Q1","GenX",3926975,6983338,3308654,734885,535357,913394,637892,853156,3056363,2268166,777730,10466
"2005:Q1","Millennial",158175,264653,86215,48743,14712,0,53450,61533,106477,65481,40976,20
"2005:Q2","Silent",26665482,28460357,7643740,1349524,4904999,5253688,3123942,6184463,1794875,1230900,368813,195162
"2005:Q2","BabyBoom",26761278,32535604,10313021,1840481,4317210,7679850,3990345,4394697,5774327,4554746,1031567,188013
"2005:Q2","GenX",4349482,7611132,3670889,782600,560477,1014948,676954,905264,3261649,2459498,790531,11621
"2005:Q2","Millennial",281057,457135,248750,45688,21345,0,65835,75517,176078,134555,41478,45
"2005:Q3","Silent",27022911,28858178,7871838,1359879,5115025,5216074,3214907,6080456,1835267,1275199,371301,188767
"2005:Q3","BabyBoom",27626817,33580201,10740642,1841012,4557855,7919804,4146920,4373969,5953384,4714525,1051053,187805
"2005:Q3","GenX",4658983,8058977,3837801,800429,629314,1107874,736506,947053,3399994,2582641,805422,11932
"2005:Q3","Millennial",312752,469000,202162,56589,28309,0,79368,102572,156248,105628,50609,11
"2005:Q4","Silent",27560977,29423386,8098218,1369975,5253640,5162954,3332905,6205694,1862408,1320657,370010,171741
"2005:Q4","BabyBoom",28303471,34420693,11110040,1848620,4585626,8143911,4267391,4465105,6117222,4860003,1074163,183056
"2005:Q4","GenX",4924158,8454505,3983669,822903,620330,1213902,778221,1035480,3530347,2699979,816890,13478
"2005:Q4","Millennial",360574,479860,164957,64728,41016,0,94157,115002,119286,59759,59492,35
"2006:Q1","Silent",27528506,29401304,7862793,1346761,5603714,5165854,3357953,6064229,1872797,1316413,369205,187180
"2006:Q1","BabyBoom",29569115,35734070,11132324,1881300,5265178,8328527,4306194,4820547,6164955,4898800,1071568,194587
